x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,class
-3.096812348105711,-3.0537624479179573,-7.4648760205959075,9.766541490076722,7.364512950036199,1.8627156653511938,-4.015698090014688,7.572824731995724,3.0104481029493235,-3.2171119533102877,1
-3.4456629891335404,-2.3698850441241888,-7.89264343851263,8.73298676980349,8.237801347042518,2.7737979264119383,-4.102640827945025,7.6123956256916685,4.582846128982752,-1.4398338483481719,1
1.003887879682279,-5.892585136212555,-4.920265267864354,0.1841317970835079,-0.7632526307911922,9.53234010444182,-2.7692589775734495,4.219999506786351,5.494920876395305,-3.272998918997591,0
0.3930762588372928,-4.4238366333985635,-5.948760552699695,-1.4140057795160241,-3.4972172960736887,8.695218787496357,-2.1836320825923914,5.407185163143343,3.8667050485354455,-3.5649026279347344,0
-4.599810024804322,-2.790733144472766,-6.784699927657028,9.232576219379672,8.427117898790694,2.8674438930481214,-3.286846881714796,7.993668452534985,4.491886688830793,-3.180241929684224,1
-0.3344998824977492,-4.935962616517369,-5.519871350032478,-3.0821780273364343,-1.9679252009770298,8.393377959220073,-0.8845811719031397,6.455356300402341,6.984884389646274,-3.333910049357548,0
1.128215747693666,-4.857614849564808,-6.351867880155685,-0.329877848506565,-4.0638727243567185,8.681311947294676,-2.311166730677771,7.66494072629871,4.2468134097287065,-4.495883371430189,0
-2.6174186375370523,-3.0653411133908164,-4.895745938324806,7.526074423328619,7.317557021411961,0.8514854265713658,-4.007335703204124,6.183015106677946,3.6305676097112642,-2.34395287326791,1
-3.7450520884841545,-3.375515446743633,-4.798553019692873,8.470044879321247,7.84187864108775,1.414251504675578,-4.294971169881434,5.712704539964836,5.1976656952019695,-2.642757907983123,1
-0.5027118677450122,-6.03592523856038,-5.965217911568511,-3.2844617383464727,-3.4446020920554474,9.03500096758218,-0.8287569221764663,5.9704932224401075,4.946426856688481,-2.3850422691177053,0
-0.5078459240027724,-5.652833881370774,-5.5215682557903465,-1.3061081778990322,-2.6562332587635393,10.697127309759727,-1.7826384737826988,4.445143415084628,3.4700578760980823,-4.370132481684002,0
-2.7296053420425688,-2.365245398522052,-7.067779791233863,8.811186569611795,8.04689136258701,-0.6741586352769993,-4.854289316811057,7.67247912779107,4.609170526924393,-1.4591971702902542,1
0.30216176750956036,-6.459777227788021,-3.9693935853585915,-1.6785881677846046,-3.7411030462281296,9.401310109434345,-3.5180379255372713,3.0027157980481953,5.31060453114187,-5.793105927928563,0
2.348359284236918,-4.341915748522316,-4.976581159416636,-2.3118769604758596,-2.8432115196029595,7.258271303833586,-1.6357811293396487,6.982867756863159,3.162802132660058,-3.261348410704186,0
-1.793740495138131,-3.2410122437420488,-4.337543241260752,10.201699531756683,6.238508991971672,0.5976151806380599,-2.506265635051345,7.820616342330422,2.8478350483259587,-1.9997206698328143,1
-1.1964945147787878,-3.6424572682097334,-4.779873934929129,-2.5900855889128107,0.5860645960054849,12.382645800651154,1.5132439948705936,4.866758369567386,4.968938233617559,-3.813601484212682,0
-3.6062534241293003,-2.45160455299175,-5.794064423955664,8.846009824194612,7.466513220153529,1.5225384520949214,-5.5892802532256844,7.46448498531767,3.953756174824002,-3.030413807816479,1
-2.713228402330264,-1.1696355791485902,-8.617391075288406,10.28845197325814,9.008797542958453,0.3574355027300147,-2.4597401468238558,7.718480977886862,4.993001988655378,-2.9990355553528207,1
-1.2489186968197972,-0.9269503516360764,-7.0632975229673916,8.727332196417006,8.774882066869855,0.780927969009558,-3.8933986627014567,8.345079199247907,3.4859844019536164,-2.6294979521031876,1
1.0469303628971611,-5.949586508243568,-5.3107343331464385,-2.494718149859491,-0.782448618283724,8.278023057718515,-1.2680414417055608,3.936314353500196,4.830039589703557,-5.174466274880014,0
