x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
24.730082276901072,9.737246076054978,18.562334317340696,5.462179683216584,14.84821387841167,92.93180629283015,0.4409527862549061,53.576377974752994,0.7284295985255067,-6.447018792839988,2269.4400074308323
11.40415522246681,6.828594583746823,14.743187782453115,23.905069721879634,-46.76382314298901,55.01303156982817,0.5083113014544614,66.0242899170644,7.352804245245331,1.6889370933531886,2754.70513400156
12.773696187860567,8.185344471410662,47.12144385065207,29.37860870596799,-22.940977601510625,71.67509406746404,0.25984940519253663,35.197652112257686,-0.16284395986840572,4.608192668978374,2526.0396295037185
19.816495486138848,-2.8545988046483792,19.221099145011994,15.664900192486753,-44.49961198748053,102.84173382952497,0.1738773125274633,60.1935576881685,3.648350135504689,2.6556487167045595,3126.0974373215026
18.865754884556203,10.68757369878304,20.82097221607579,56.6526498429923,-4.6215990922904595,88.2406796221587,0.293136946696955,63.79741385928807,-7.629173510994736,-5.3939507857409,2929.089448729114
49.828711507732464,6.403519062865021,20.643275854712453,35.88336867874147,39.39320487910099,117.53205794738021,0.870766306112134,55.47074768810043,3.3580088345666343,8.644169691129013,2684.44086937541
20.409860016659852,13.642614427113836,10.695741567897121,32.16295751318762,0.474502986908675,118.88408095769013,0.952102003927413,23.554742786251975,8.033229276036597,4.62957657150855,1978.7045068212717
38.59469974198568,18.10872742622471,19.35423912060265,86.77348999123716,35.8222820584586,92.47271694871777,0.28305289842342407,23.506663034271895,8.578812144446722,1.6104175673805143,2109.3148216406894
38.026834400444216,17.608311248856815,19.1466105266051,30.624897861810375,-10.498860345577022,94.60374168661222,0.429679893496816,49.95961119566748,7.469323556878656,2.08418302527349,2711.339207491751
15.500467434266602,3.4661328516723042,37.71687647595131,50.56617241610273,13.102299742653535,93.4888067665288,0.879548514934284,46.487721980896985,8.130694725328024,-0.49473185215742765,2675.9122297940685
